                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.34449,                0.27114,                0.93852,                0.99302,                0.97013,                0.97348,                0.95916,                 1.1265,                0.44519,                 2.7875,               0.004753,               0.004753,               0.004753
                    162,                0.34463,                0.27241,                0.93932,                0.99296,                0.97039,                0.97351,                0.95937,                 1.1261,                0.44519,                 2.7869,                0.00472,                0.00472,                0.00472
                    163,                0.34498,                 0.2706,                0.93879,                0.99274,                0.97018,                0.97349,                0.95865,                 1.1257,                0.44469,                 2.7875,               0.004687,               0.004687,               0.004687
                    164,                0.34341,                0.26945,                0.93807,                0.99276,                0.97016,                 0.9735,                0.95892,                 1.1253,                0.44445,                 2.7892,               0.004654,               0.004654,               0.004654
                    165,                0.34331,                0.27137,                0.93879,                0.99302,                0.97044,                 0.9736,                0.95954,                 1.1251,                0.44441,                   2.79,               0.004621,               0.004621,               0.004621
                    166,                0.34179,                0.26907,                0.93851,                0.99299,                0.97023,                0.97366,                0.95931,                 1.1248,                0.44431,                 2.7904,               0.004588,               0.004588,               0.004588
                    167,                0.34113,                0.26996,                 0.9382,                0.99329,                0.97003,                0.97367,                0.95917,                 1.1245,                0.44429,                 2.7903,               0.004555,               0.004555,               0.004555
                    168,                   0.34,                0.26725,                 0.9363,                0.99323,                0.96983,                0.97361,                0.95946,                 1.1243,                0.44467,                 2.7896,               0.004522,               0.004522,               0.004522
                    169,                0.34095,                0.26859,                0.93776,                0.99317,                0.97008,                0.97357,                0.95915,                  1.124,                0.44479,                 2.7899,               0.004489,               0.004489,               0.004489
                    170,                0.34077,                0.26884,                 0.9382,                0.99321,                0.96986,                0.97361,                0.95981,                 1.1238,                0.44467,                 2.7889,               0.004456,               0.004456,               0.004456
                    171,                 0.3382,                0.26694,                0.93515,                0.99328,                0.96967,                0.97339,                0.95904,                 1.1235,                0.44462,                 2.7872,               0.004423,               0.004423,               0.004423
                    172,                0.33803,                0.26764,                0.93612,                0.99318,                0.96983,                0.97366,                 0.9598,                 1.1232,                0.44462,                 2.7887,                0.00439,                0.00439,                0.00439
                    173,                0.33735,                0.26334,                0.93467,                0.99393,                0.96972,                0.97369,                0.96005,                 1.1228,                 0.4442,                 2.7872,               0.004357,               0.004357,               0.004357
                    174,                0.33854,                0.26702,                0.93678,                0.99409,                0.96962,                0.97372,                0.96028,                 1.1221,                0.44385,                 2.7851,               0.004324,               0.004324,               0.004324
                    175,                  0.335,                0.26458,                0.93437,                 0.9942,                0.96989,                0.97383,                0.96039,                  1.122,                0.44338,                 2.7852,               0.004291,               0.004291,               0.004291
                    176,                0.33582,                0.26491,                0.93552,                0.99432,                 0.9702,                0.97386,                0.96035,                 1.1218,                0.44335,                 2.7864,               0.004258,               0.004258,               0.004258
                    177,                0.33555,                0.26306,                0.93486,                0.99435,                0.97005,                0.97387,                0.96061,                 1.1214,                 0.4433,                 2.7871,               0.004225,               0.004225,               0.004225
                    178,                0.33666,                0.26373,                0.93504,                0.99427,                0.96973,                0.97397,                0.96066,                  1.121,                0.44358,                 2.7866,               0.004192,               0.004192,               0.004192
                    179,                0.33457,                0.26246,                0.93345,                0.99452,                0.97018,                0.97394,                0.96049,                 1.1205,                0.44324,                  2.785,               0.004159,               0.004159,               0.004159
                    180,                 0.3345,                 0.2624,                0.93615,                0.99395,                 0.9709,                0.97397,                0.96084,                 1.1204,                0.44368,                 2.7856,               0.004126,               0.004126,               0.004126
                    181,                0.33295,                0.25965,                0.93223,                0.99421,                0.97081,                0.97401,                0.96099,                   1.12,                0.44372,                  2.786,               0.004093,               0.004093,               0.004093
                    182,                0.33249,                0.26192,                0.93292,                0.99393,                  0.971,                0.97398,                0.96083,                 1.1197,                0.44363,                 2.7867,                0.00406,                0.00406,                0.00406
                    183,                0.33039,                0.25927,                0.93162,                0.99345,                0.97078,                0.97396,                0.96099,                 1.1196,                0.44368,                 2.7878,               0.004027,               0.004027,               0.004027
                    184,                0.33123,                0.26151,                0.93287,                0.99361,                0.97092,                0.97404,                0.96093,                 1.1192,                0.44352,                 2.7896,               0.003994,               0.003994,               0.003994
                    185,                0.33339,                0.26157,                 0.9338,                0.99413,                0.97073,                0.97398,                0.96071,                 1.1188,                0.44347,                 2.7913,               0.003961,               0.003961,               0.003961
                    186,                0.32861,                0.26017,                0.93093,                0.99392,                 0.9707,                0.97409,                0.96104,                 1.1187,                0.44335,                 2.7925,               0.003928,               0.003928,               0.003928
                    187,                0.32926,                0.25971,                0.93289,                0.99384,                0.97065,                0.97402,                0.96091,                 1.1187,                0.44353,                 2.7951,               0.003895,               0.003895,               0.003895
                    188,                0.32819,                0.25842,                0.93054,                0.99386,                 0.9703,                0.97416,                0.96127,                 1.1184,                0.44335,                 2.7952,               0.003862,               0.003862,               0.003862
                    189,                0.32984,                0.25857,                0.93407,                0.99415,                0.97041,                0.97408,                0.96112,                 1.1179,                0.44355,                 2.7963,               0.003829,               0.003829,               0.003829
                    190,                0.32607,                0.25701,                0.92969,                 0.9947,                0.97051,                 0.9742,                0.96148,                 1.1176,                0.44402,                 2.7961,               0.003796,               0.003796,               0.003796
                    191,                0.32818,                0.25831,                 0.9294,                0.99489,                0.97102,                0.97421,                0.96162,                 1.1176,                 0.4437,                 2.7957,               0.003763,               0.003763,               0.003763
                    192,                0.32966,                0.25685,                0.93018,                0.99475,                0.97132,                0.97422,                0.96195,                 1.1176,                0.44355,                 2.7943,                0.00373,                0.00373,                0.00373
                    193,                  0.326,                0.25609,                0.92977,                0.99491,                0.97139,                0.97423,                0.96202,                 1.1173,                0.44355,                 2.7944,               0.003697,               0.003697,               0.003697
                    194,                0.32632,                0.25689,                0.92905,                0.99476,                0.97105,                 0.9742,                0.96175,                  1.117,                 0.4437,                 2.7937,               0.003664,               0.003664,               0.003664
                    195,                0.32448,                0.25623,                0.93011,                0.99468,                0.97115,                0.97425,                0.96182,                 1.1167,                0.44346,                 2.7926,               0.003631,               0.003631,               0.003631
                    196,                 0.3228,                0.25527,                0.92906,                0.99437,                0.97091,                 0.9742,                 0.9619,                  1.116,                0.44297,                 2.7907,               0.003598,               0.003598,               0.003598
                    197,                0.32352,                0.25384,                0.92772,                 0.9944,                0.97044,                0.97411,                0.96185,                 1.1158,                0.44291,                 2.7895,               0.003565,               0.003565,               0.003565
                    198,                0.32331,                0.25806,                0.92786,                0.99458,                0.97041,                0.97411,                0.96215,                 1.1156,                0.44295,                 2.7892,               0.003532,               0.003532,               0.003532
                    199,                0.32087,                0.25128,                0.92708,                 0.9949,                0.97016,                0.97403,                0.96169,                 1.1154,                0.44313,                 2.7889,               0.003499,               0.003499,               0.003499
                    200,                0.31975,                 0.2514,                0.92653,                0.99499,                0.97016,                0.97416,                0.96184,                 1.1152,                0.44319,                 2.7894,               0.003466,               0.003466,               0.003466
                    201,                0.31935,                0.25065,                0.92649,                0.99484,                0.96994,                 0.9741,                0.96184,                 1.1149,                0.44289,                 2.7894,               0.003433,               0.003433,               0.003433
                    202,                0.31929,                0.24972,                0.92568,                0.99486,                0.96994,                0.97409,                0.96202,                 1.1146,                0.44289,                 2.7888,                 0.0034,                 0.0034,                 0.0034
                    203,                0.31978,                0.25176,                0.92623,                0.99526,                0.96961,                0.97409,                0.96217,                 1.1142,                0.44303,                 2.7879,               0.003367,               0.003367,               0.003367
                    204,                0.31903,                0.24962,                0.92477,                0.99515,                0.96929,                0.97402,                0.96185,                 1.1139,                0.44259,                 2.7879,               0.003334,               0.003334,               0.003334
                    205,                0.31724,                0.24919,                0.92409,                0.99524,                0.96924,                0.97404,                0.96196,                 1.1136,                 0.4425,                 2.7878,               0.003301,               0.003301,               0.003301
                    206,                0.31853,                0.25034,                0.92613,                0.99529,                0.96947,                0.97414,                0.96199,                 1.1133,                0.44233,                 2.7889,               0.003268,               0.003268,               0.003268
                    207,                0.31587,                0.24786,                0.92369,                0.99576,                0.96919,                0.97407,                0.96185,                  1.113,                0.44212,                   2.79,               0.003235,               0.003235,               0.003235
                    208,                0.31366,                 0.2468,                0.92391,                 0.9957,                0.96962,                0.97422,                0.96194,                 1.1127,                0.44224,                 2.7906,               0.003202,               0.003202,               0.003202
                    209,                0.31545,                0.24837,                0.92507,                0.99587,                 0.9697,                0.97424,                0.96206,                 1.1122,                0.44202,                  2.792,               0.003169,               0.003169,               0.003169
                    210,                0.31587,                0.24849,                 0.9263,                0.99608,                0.96969,                0.97425,                0.96207,                 1.1117,                0.44192,                 2.7936,               0.003136,               0.003136,               0.003136
                    211,                0.31591,                0.24874,                0.92575,                0.99416,                0.97142,                 0.9743,                  0.962,                 1.1115,                0.44211,                 2.7952,               0.003103,               0.003103,               0.003103
                    212,                0.31358,                 0.2468,                0.92401,                 0.9962,                0.96969,                0.97442,                0.96253,                 1.1114,                0.44226,                 2.7971,                0.00307,                0.00307,                0.00307
                    213,                0.31406,                0.24633,                0.92602,                0.99622,                0.96931,                0.97432,                0.96234,                 1.1116,                0.44208,                 2.7991,               0.003037,               0.003037,               0.003037
                    214,                 0.3129,                0.24466,                0.92431,                0.99499,                0.96956,                0.97334,                0.96166,                 1.1115,                0.44179,                 2.7996,               0.003004,               0.003004,               0.003004
                    215,                0.30961,                0.24365,                0.92263,                 0.9951,                0.96958,                 0.9731,                0.96194,                 1.1113,                0.44149,                 2.8013,               0.002971,               0.002971,               0.002971
                    216,                0.31094,                0.24388,                0.92128,                0.99512,                0.97051,                0.97317,                0.96186,                 1.1111,                0.44134,                 2.8027,               0.002938,               0.002938,               0.002938
                    217,                0.31209,                0.24393,                0.92353,                0.99527,                0.97061,                0.97345,                0.96176,                  1.111,                0.44145,                 2.8049,               0.002905,               0.002905,               0.002905
                    218,                0.30874,                0.24274,                0.92184,                0.99528,                 0.9708,                0.97344,                0.96192,                 1.1109,                0.44092,                 2.8077,               0.002872,               0.002872,               0.002872
                    219,                0.30768,                0.24031,                0.92051,                0.99541,                0.97065,                0.97339,                0.96207,                 1.1107,                0.44057,                 2.8104,               0.002839,               0.002839,               0.002839
                    220,                0.30899,                0.24292,                0.92255,                0.99522,                0.97066,                 0.9734,                0.96198,                 1.1105,                0.44043,                 2.8121,               0.002806,               0.002806,               0.002806
                    221,                0.30908,                0.24354,                0.92177,                0.99541,                0.97098,                0.97347,                 0.9624,                 1.1107,                0.44081,                 2.8151,               0.002773,               0.002773,               0.002773
                    222,                0.30644,                0.23911,                0.92004,                0.99538,                0.97116,                0.97349,                0.96217,                 1.1104,                0.44071,                 2.8172,                0.00274,                0.00274,                0.00274
                    223,                0.30583,                0.23942,                0.91963,                0.99616,                0.97038,                 0.9734,                0.96204,                 1.1101,                0.44026,                 2.8185,               0.002707,               0.002707,               0.002707
                    224,                0.30667,                0.23921,                0.92057,                0.99646,                0.97051,                0.97449,                 0.9625,                 1.1099,                0.44022,                 2.8184,               0.002674,               0.002674,               0.002674
                    225,                0.30653,                0.23871,                0.92014,                0.99652,                0.97032,                0.97337,                0.96224,                 1.1095,                0.44008,                 2.8185,               0.002641,               0.002641,               0.002641
                    226,                0.30648,                0.23975,                0.91921,                0.99656,                0.97012,                0.97322,                0.96204,                 1.1092,                0.43967,                 2.8192,               0.002608,               0.002608,               0.002608
                    227,                0.30259,                0.23759,                0.91844,                0.99657,                0.97033,                0.97337,                0.96243,                 1.1092,                 0.4393,                 2.8214,               0.002575,               0.002575,               0.002575
                    228,                0.30409,                0.23658,                0.91944,                0.99659,                0.97024,                0.97325,                0.96232,                 1.1091,                0.43951,                 2.8247,               0.002542,               0.002542,               0.002542
                    229,                0.30093,                0.23524,                0.91707,                0.99658,                0.97058,                0.97333,                0.96267,                 1.1089,                0.43965,                 2.8285,               0.002509,               0.002509,               0.002509
                    230,                0.30126,                0.23557,                0.91709,                0.99668,                0.97058,                0.97331,                0.96265,                 1.1088,                0.43939,                 2.8311,               0.002476,               0.002476,               0.002476
                    231,                0.30174,                0.23586,                0.91769,                0.99677,                0.97034,                0.97328,                0.96266,                 1.1081,                0.43949,                 2.8324,               0.002443,               0.002443,               0.002443
                    232,                0.29847,                0.23352,                 0.9159,                 0.9968,                0.97054,                 0.9736,                0.96286,                  1.108,                0.44009,                 2.8322,                0.00241,                0.00241,                0.00241
                    233,                0.30021,                 0.2365,                0.91898,                0.99677,                 0.9703,                0.97341,                0.96274,                 1.1079,                0.44038,                 2.8319,               0.002377,               0.002377,               0.002377
                    234,                0.29805,                0.23363,                0.91715,                0.99682,                0.97071,                0.97373,                0.96297,                 1.1076,                0.44023,                  2.832,               0.002344,               0.002344,               0.002344
                    235,                0.29767,                0.23471,                0.91683,                0.99684,                0.97082,                0.97379,                0.96301,                 1.1073,                 0.4403,                 2.8335,               0.002311,               0.002311,               0.002311
                    236,                0.29689,                0.23235,                0.91575,                0.99681,                0.97051,                0.97334,                0.96275,                 1.1071,                0.44019,                 2.8353,               0.002278,               0.002278,               0.002278
                    237,                0.29611,                0.23241,                0.91546,                0.99674,                  0.971,                0.97342,                0.96286,                 1.1067,                0.44013,                 2.8364,               0.002245,               0.002245,               0.002245
                    238,                0.29542,                0.23057,                0.91459,                0.99673,                  0.971,                0.97347,                0.96305,                 1.1062,                0.44011,                 2.8388,               0.002212,               0.002212,               0.002212
                    239,                0.29548,                 0.2316,                0.91728,                0.99683,                0.97099,                0.97351,                0.96313,                 1.1059,                0.44015,                 2.8416,               0.002179,               0.002179,               0.002179
                    240,                0.29124,                0.22892,                0.91289,                0.99699,                0.97122,                0.97378,                0.96308,                 1.1058,                   0.44,                 2.8439,               0.002146,               0.002146,               0.002146
                    241,                0.29132,                0.22874,                0.91258,                 0.9968,                0.97092,                0.97352,                0.96307,                 1.1056,                 0.4399,                 2.8463,               0.002113,               0.002113,               0.002113
                    242,                0.29112,                 0.2276,                 0.9147,                0.99679,                0.97096,                0.97351,                0.96295,                  1.105,                0.43998,                 2.8474,                0.00208,                0.00208,                0.00208
                    243,                0.28934,                0.22628,                0.91223,                0.99678,                0.97117,                0.97366,                0.96319,                 1.1047,                0.44017,                 2.8485,               0.002047,               0.002047,               0.002047
                    244,                0.29003,                0.22716,                0.91341,                0.99678,                 0.9714,                 0.9746,                0.96444,                 1.1046,                0.44012,                 2.8517,               0.002014,               0.002014,               0.002014
                    245,                0.28951,                0.22746,                0.91262,                0.99678,                0.97136,                0.97464,                0.96418,                 1.1043,                0.44005,                 2.8543,               0.001981,               0.001981,               0.001981
                    246,                0.28794,                0.22606,                0.91372,                 0.9968,                0.97133,                0.97468,                0.96436,                 1.1039,                0.43981,                 2.8558,               0.001948,               0.001948,               0.001948
                    247,                0.28652,                0.22664,                0.91179,                0.99684,                0.97157,                0.97474,                0.96454,                 1.1033,                0.44002,                  2.858,               0.001915,               0.001915,               0.001915
                    248,                0.28878,                0.22827,                0.91311,                0.99685,                0.97157,                0.97475,                0.96474,                 1.1029,                0.44024,                 2.8604,               0.001882,               0.001882,               0.001882
                    249,                0.28696,                0.22484,                0.91136,                0.99694,                0.97149,                0.97473,                0.96442,                 1.1031,                0.44026,                 2.8647,               0.001849,               0.001849,               0.001849
                    250,                0.28667,                0.22481,                0.91204,                0.99693,                0.97154,                0.97469,                0.96442,                  1.103,                0.44059,                 2.8687,               0.001816,               0.001816,               0.001816
                    251,                0.28279,                0.22021,                0.90926,                0.99685,                0.97145,                0.97472,                0.96452,                 1.1027,                0.44081,                 2.8697,               0.001783,               0.001783,               0.001783
                    252,                0.28334,                0.22294,                 0.9094,                0.99682,                0.97123,                 0.9738,                0.96373,                 1.1025,                0.44087,                 2.8723,                0.00175,                0.00175,                0.00175
                    253,                0.28257,                0.22455,                 0.9102,                0.99678,                0.97164,                0.97476,                0.96494,                 1.1025,                0.44081,                 2.8746,               0.001717,               0.001717,               0.001717
                    254,                0.28136,                0.22072,                0.90959,                0.99675,                0.97193,                0.97479,                0.96505,                 1.1022,                  0.441,                  2.876,               0.001684,               0.001684,               0.001684
                    255,                0.28109,                0.22086,                0.91049,                0.99676,                0.97147,                0.97383,                0.96413,                  1.102,                0.44102,                 2.8779,               0.001651,               0.001651,               0.001651
                    256,                0.28135,                0.21994,                 0.9096,                0.99683,                0.97191,                0.97488,                0.96511,                 1.1015,                0.44052,                 2.8802,               0.001618,               0.001618,               0.001618
                    257,                0.27863,                0.22011,                0.90778,                0.99686,                0.97166,                0.97484,                0.96495,                 1.1012,                0.44033,                 2.8824,               0.001585,               0.001585,               0.001585
                    258,                0.27974,                0.22038,                0.90895,                0.99695,                 0.9716,                0.97488,                 0.9647,                  1.101,                0.44028,                 2.8845,               0.001552,               0.001552,               0.001552
                    259,                0.27819,                0.22023,                0.90807,                0.99694,                0.97142,                0.97486,                0.96461,                 1.1006,                0.44021,                 2.8863,               0.001519,               0.001519,               0.001519
                    260,                 0.2772,                0.21832,                0.90843,                0.99692,                0.97218,                  0.975,                0.96528,                 1.1006,                0.44026,                  2.889,               0.001486,               0.001486,               0.001486
                    261,                 0.2761,                0.21634,                0.90561,                0.99724,                0.97214,                0.97505,                0.96552,                 1.1004,                0.44053,                 2.8914,               0.001453,               0.001453,               0.001453
                    262,                0.27561,                0.21492,                0.90605,                0.99725,                0.97174,                0.97504,                0.96522,                 1.1003,                0.44024,                  2.893,                0.00142,                0.00142,                0.00142
                    263,                0.27513,                0.21525,                0.90653,                0.99726,                0.97196,                0.97515,                0.96564,                    1.1,                0.43991,                 2.8957,               0.001387,               0.001387,               0.001387
                    264,                0.27442,                0.21535,                0.90666,                0.99725,                0.97182,                0.97516,                0.96527,                 1.0998,                0.43977,                 2.8983,               0.001354,               0.001354,               0.001354
                    265,                0.27106,                0.21352,                0.90383,                0.99725,                0.97175,                0.97518,                0.96571,                 1.0997,                0.43959,                 2.9009,               0.001321,               0.001321,               0.001321
                    266,                0.27124,                0.21289,                0.90405,                0.99711,                0.97139,                0.97509,                0.96514,                 1.0997,                0.43942,                 2.9034,               0.001288,               0.001288,               0.001288
                    267,                0.27012,                0.21189,                0.90367,                0.99724,                0.97143,                0.97516,                0.96516,                 1.0995,                 0.4395,                 2.9058,               0.001255,               0.001255,               0.001255
                    268,                 0.2711,                0.21297,                0.90475,                0.99723,                0.97141,                0.97515,                0.96533,                 1.0993,                0.43947,                 2.9083,               0.001222,               0.001222,               0.001222
                    269,                0.26908,                0.21264,                0.90306,                0.99723,                 0.9717,                0.97515,                0.96549,                  1.099,                 0.4396,                  2.912,               0.001189,               0.001189,               0.001189
                    270,                0.26851,                0.21247,                0.90384,                0.99747,                0.97166,                0.97523,                0.96552,                 1.0988,                0.43968,                 2.9149,               0.001156,               0.001156,               0.001156
                    271,                0.26663,                0.20959,                0.90222,                0.99744,                0.97145,                0.97514,                0.96475,                 1.0986,                0.43995,                 2.9177,               0.001123,               0.001123,               0.001123
                    272,                0.26478,                0.20729,                0.90213,                0.99739,                0.97153,                0.97517,                0.96525,                  1.098,                0.44013,                 2.9208,                0.00109,                0.00109,                0.00109
                    273,                0.26493,                0.20797,                0.90205,                0.99736,                0.97155,                0.97517,                0.96488,                 1.0977,                0.44051,                 2.9239,               0.001057,               0.001057,               0.001057
                    274,                0.26281,                0.20605,                0.90085,                0.99719,                0.97175,                 0.9753,                0.96569,                 1.0974,                0.44088,                 2.9279,               0.001024,               0.001024,               0.001024
                    275,                0.26349,                0.20755,                0.90188,                0.99719,                0.97175,                0.97528,                0.96551,                  1.097,                0.44106,                 2.9308,               0.000991,               0.000991,               0.000991
                    276,                0.26171,                0.20695,                0.90072,                0.99719,                0.97149,                0.97524,                0.96511,                 1.0968,                0.44105,                  2.934,               0.000958,               0.000958,               0.000958
                    277,                0.26152,                 0.2049,                0.90029,                0.99718,                0.97123,                 0.9743,                0.96474,                 1.0964,                0.44109,                 2.9368,               0.000925,               0.000925,               0.000925
                    278,                0.25964,                0.20529,                0.89988,                0.99718,                0.97121,                0.97434,                0.96504,                 1.0961,                0.44149,                 2.9394,               0.000892,               0.000892,               0.000892
                    279,                0.25964,                0.20433,                0.90034,                0.99717,                0.97145,                 0.9752,                0.96538,                 1.0958,                0.44142,                 2.9413,               0.000859,               0.000859,               0.000859
                    280,                 0.2579,                0.20111,                0.89836,                0.99715,                0.97122,                0.97457,                0.96534,                 1.0954,                0.44167,                 2.9431,               0.000826,               0.000826,               0.000826
                    281,                0.25878,                0.20463,                0.89938,                0.99718,                0.97094,                0.97434,                0.96491,                  1.095,                0.44219,                 2.9446,               0.000793,               0.000793,               0.000793
                    282,                 0.2545,                0.20011,                0.89629,                0.99717,                0.97116,                0.97459,                0.96538,                 1.0949,                0.44227,                 2.9486,                0.00076,                0.00076,                0.00076
                    283,                0.25657,                0.20243,                0.89851,                0.99718,                0.97162,                0.97543,                0.96602,                 1.0946,                0.44231,                 2.9519,               0.000727,               0.000727,               0.000727
                    284,                0.25504,                0.20026,                0.89708,                0.99736,                0.97154,                0.97532,                0.96545,                 1.0943,                 0.4425,                 2.9554,               0.000694,               0.000694,               0.000694
                    285,                0.25347,                0.19957,                0.89578,                0.99736,                 0.9717,                0.97547,                0.96644,                 1.0941,                0.44272,                 2.9584,               0.000661,               0.000661,               0.000661
                    286,                    inf,                0.19832,                0.89694,                0.99736,                0.97147,                0.97544,                 0.9663,                  1.094,                0.44298,                 2.9627,               0.000628,               0.000628,               0.000628
                    287,                0.25431,                0.19909,                0.89805,                0.99735,                0.97124,                0.97434,                0.96557,                 1.0938,                0.44349,                 2.9673,               0.000595,               0.000595,               0.000595
                    288,                0.24969,                0.19523,                0.89585,                0.99732,                 0.9713,                0.97363,                0.96546,                 1.0935,                0.44354,                 2.9714,               0.000562,               0.000562,               0.000562
                    289,                0.24944,                0.19616,                0.89666,                 0.9973,                0.97157,                0.97441,                0.96566,                 1.0935,                0.44355,                 2.9755,               0.000529,               0.000529,               0.000529
                    290,                0.24832,                0.19857,                0.89589,                0.99728,                0.97142,                0.97364,                0.96554,                 1.0932,                0.44351,                 2.9793,               0.000496,               0.000496,               0.000496
                    291,                0.17688,                0.12574,                 0.8354,                 0.9973,                0.97129,                 0.9739,                0.96589,                 1.0927,                0.44306,                 2.9854,               0.000463,               0.000463,               0.000463
                    292,                0.16925,                0.12191,                0.83249,                0.99729,                0.97125,                0.97405,                0.96596,                 1.0926,                0.44246,                 2.9907,                0.00043,                0.00043,                0.00043
                    293,                0.16722,                0.11695,                0.83369,                0.99728,                 0.9715,                0.97484,                0.96662,                 1.0922,                0.44191,                 2.9951,               0.000397,               0.000397,               0.000397
                    294,                0.16297,                0.11734,                 0.8298,                0.99722,                0.97104,                0.97504,                0.96718,                 1.0919,                0.44146,                 2.9997,               0.000364,               0.000364,               0.000364
                    295,                0.15981,                0.11236,                0.82875,                0.99722,                0.97082,                 0.9757,                 0.9678,                 1.0916,                0.44102,                 3.0047,               0.000331,               0.000331,               0.000331
                    296,                0.15871,                0.11063,                0.82827,                0.99721,                0.97035,                0.97632,                 0.9684,                 1.0911,                0.44051,                 3.0093,               0.000298,               0.000298,               0.000298
                    297,                0.15658,                0.11042,                0.82686,                 0.9972,                0.97059,                0.97715,                0.96933,                 1.0908,                0.44004,                 3.0148,               0.000265,               0.000265,               0.000265
                    298,                0.15499,                0.10837,                0.82717,                0.99721,                0.97083,                0.97804,                0.97022,                 1.0905,                0.43975,                 3.0209,               0.000232,               0.000232,               0.000232
                    299,                0.15367,                0.10896,                0.82517,                0.99723,                0.97059,                0.97864,                0.97087,                 1.0902,                0.43937,                 3.0261,               0.000199,               0.000199,               0.000199
                    300,                0.15309,                0.10666,                0.82623,                0.99723,                0.97083,                0.97946,                0.97156,                 1.0902,                0.43943,                  3.032,               0.000166,               0.000166,               0.000166
